2008-07-31 1
2008-08-01 1
2008-08-01 3
2008-08-03 2
2008-08-03 3
2008-08-03 4
2008-08-04 2
2008-08-04 3
2008-08-05 3
2008-08-06 3
2008-08-06 4
2008-08-07 4
2008-08-08 4
2008-08-11 4
2008-08-11 5
2008-08-12 10
2008-08-12 5
2008-08-12 8
2008-08-12 9
2008-08-13 10
2008-08-13 11
2008-08-13 13
2008-08-13 14
2008-08-13 16
2008-08-13 17
2008-08-13 18
2008-08-13 19
2008-08-13 20
2008-08-13 21
2008-08-14 21
2008-08-15 21
2008-08-16 21
2008-08-17 21
2008-08-18 21
2008-08-19 21
2008-08-20 21
2008-08-21 21
2008-08-23 21
2008-08-24 21
2008-08-29 21
2008-08-30 21
2008-08-31 21
2008-09-01 21
2008-09-02 21
2008-09-03 21
2008-09-04 21
2008-09-07 20
2008-09-07 21
2008-09-08 20
2008-09-09 20
2008-09-10 20
2008-09-11 20
2008-09-13 20
2008-09-14 20
2008-09-15 20
2008-09-21 20
2008-09-25 20
2008-09-26 20
2008-09-27 20
2008-09-28 20
2008-09-29 20
2008-09-30 20
2008-10-02 20
2008-10-10 20
2008-10-12 20
2008-10-16 20
2008-10-16 21
2008-10-25 21
2008-10-26 21
2008-10-27 21
2008-10-29 21
2008-11-06 21
2008-11-09 21
2008-11-11 21
2008-11-12 21
2008-11-13 21
2008-11-28 21
2008-11-30 21
2008-12-04 21
2008-12-13 21
2008-12-17 21
2009-01-07 21
2009-01-09 21
2009-01-18 21
2009-01-19 21
2009-01-21 21
2009-01-24 21
2009-01-25 21
2009-01-27 21
2009-01-28 21
2009-02-02 21
2009-02-03 21
2009-02-04 21
2009-02-05 21
2009-02-07 21
2009-02-08 21
2009-02-09 21
2009-02-10 21
2009-02-11 21
2009-02-12 21
2009-02-14 21
2009-02-15 21
2009-02-16 21
2009-02-18 21
2009-02-19 21
2009-02-20 21
2009-02-21 21
2009-02-22 21
2009-02-25 21
2009-02-27 21
2009-02-28 21
2009-03-01 21
2009-03-02 21
2009-03-06 16
2009-03-08 15
2009-03-08 16
2009-03-08 21
2009-03-09 16
2009-03-21 16
2009-03-22 16
2009-05-17 16
2009-06-06 16
2009-06-07 16
2009-06-08 16
2009-06-21 16
2009-07-14 16
2009-07-15 16
2009-07-27 16
2009-07-28 16
2009-08-17 16
2009-08-18 16
2009-09-06 16
2009-09-12 16
2009-10-14 16
2009-10-24 16
2009-10-25 16
2009-10-28 16
2009-10-28 17
2009-11-02 16
2009-11-02 19
2009-11-04 16
2009-11-06 16
2009-11-07 16
2009-11-08 16
2009-12-04 16
2009-12-16 16
2010-01-08 16
2010-02-06 16
2010-02-23 16
2010-03-04 16
2010-03-07 16
2010-03-10 16
2010-03-11 16
2010-03-12 16
2010-03-14 16
2010-03-14 17
2010-03-16 16
2010-03-20 16
2010-03-20 17
2010-03-24 16
2010-03-24 17
2010-03-26 17
2010-03-27 17
2010-03-28 17
2010-03-29 17
2010-03-29 19
2010-03-30 17
2010-03-31 17
2010-04-01 17
2010-04-09 17
2010-04-10 17
2010-04-12 17
2010-04-25 17
2010-04-27 17
2010-04-28 17
2010-04-28 19
2010-05-01 17
2010-05-05 17
2010-05-06 17
2010-05-07 17
2010-05-07 18
2010-05-07 19
2010-05-08 19
2010-05-09 19
2010-05-11 19
2010-05-13 19
2010-05-14 19
2010-05-15 19
2010-05-16 19
2010-05-17 19
2010-05-18 19
2010-05-19 19
2010-05-20 19
2010-05-21 19
2010-05-24 19
2010-05-26 19
2010-05-28 19
2010-05-28 20
2010-05-29 19
2010-05-31 20
2010-06-01 20
2010-06-06 20
2010-06-07 18
2010-06-07 19
2010-06-07 20
2010-06-08 19
2010-06-09 19
2010-06-10 19
2010-06-11 19
2010-06-13 19
2010-06-15 19
2010-06-16 19
2010-06-17 19
2010-06-20 19
2010-06-21 22
2010-06-25 19
2010-06-27 19
2010-06-28 19
2010-06-28 21
2010-06-29 19
2010-06-30 19
2010-07-01 19
2010-07-02 19
2010-07-06 1
2010-07-06 19
2010-07-06 21
2010-07-07 21
2010-07-09 1
2010-07-09 19
2010-07-10 19
2010-07-10 22
2010-07-11 21
2010-07-25 21
2010-08-02 21
2010-08-03 21
2010-08-04 21
2010-08-06 21
2010-08-09 21
2010-08-17 21
2010-08-18 21
2010-08-20 21
